"Time","TF.insideEnvironment.insideHumidity","TF.insideEnvironment.insideLight","TF.insideEnvironment.insideTemperature"
2022-02-28 06:06:52,29,,
2022-02-28 06:06:57,29,,
2022-02-28 06:06:57,29,,
2022-02-28 06:07:02,29,,
2022-02-28 06:07:02,29,,
2022-02-28 06:07:07,29,,
2022-02-28 06:07:07,29,,
2022-02-28 06:07:12,29,,
2022-02-28 06:07:12,29,,
2022-02-28 06:07:17,29,,
2022-02-28 06:07:17,29,,
2022-02-28 06:07:22,29,,
2022-02-28 06:07:22,29,,
2022-02-28 06:07:27,29,,
2022-02-28 06:07:27,29,,
2022-02-28 06:07:31,29,,
2022-02-28 06:07:32,29,,
2022-02-28 06:07:37,29,,
2022-02-28 06:07:37,29,,
2022-02-28 06:07:41,29,,
2022-02-28 06:07:41,29,,
2022-02-28 06:07:46,29,,
2022-02-28 06:07:47,29,,
2022-02-28 06:07:52,29,,
2022-02-28 06:07:52,29,,
2022-02-28 06:07:57,29,,
2022-02-28 06:07:57,29,,
2022-02-28 06:07:59,29,,
2022-02-28 06:08:02,29,,
2022-02-28 06:08:06,29,,
2022-02-28 06:08:06,29,,
2022-02-28 06:08:11,29,,
2022-02-28 06:08:11,29,,
2022-02-28 06:08:16,29,,
2022-02-28 06:08:17,29,,
2022-02-28 06:08:22,29,,
2022-02-28 06:08:22,29,,
2022-02-28 06:08:27,29,,
2022-02-28 06:08:27,29,,
2022-02-28 06:08:32,29,,
2022-02-28 06:08:32,29,,
2022-02-28 06:08:36,29,,
2022-02-28 06:08:37,29,,
2022-02-28 06:08:41,29,,
2022-02-28 06:08:41,29,,
2022-02-28 06:08:47,29,,
2022-02-28 06:08:47,29,,
2022-02-28 06:08:52,29,,
2022-02-28 06:08:52,29,,
2022-02-28 06:08:56,29,,
2022-02-28 06:08:56,29,,
2022-02-28 06:09:02,29,,
2022-02-28 06:09:02,29,,
2022-02-28 06:09:07,29,,
2022-02-28 06:09:07,29,,
2022-02-28 06:09:11,29,,
2022-02-28 06:09:11,29,,
2022-02-28 06:09:16,29,,
2022-02-28 06:09:17,29,,
2022-02-28 06:09:22,29,,
2022-02-28 06:09:22,29,,
2022-02-28 06:09:27,29,,
2022-02-28 06:09:27,29,,
2022-02-28 06:09:31,29,,
2022-02-28 06:09:32,29,,
2022-02-28 06:09:37,29,,
2022-02-28 06:09:37,29,,
2022-02-28 06:09:41,29,,
2022-02-28 06:09:42,29,,
2022-02-28 06:09:47,29,,
2022-02-28 06:09:47,29,,
2022-02-28 06:09:52,29,,
2022-02-28 06:09:52,29,,
2022-02-28 06:09:57,29,,
2022-02-28 06:09:57,29,,
2022-02-28 06:10:01,29,,
2022-02-28 06:10:02,29,,
2022-02-28 06:10:07,29,,
2022-02-28 06:10:07,29,,
2022-02-28 06:10:12,29,,
2022-02-28 06:10:12,29,,
2022-02-28 06:10:17,29,,
2022-02-28 06:10:17,29,,
2022-02-28 06:10:22,29,,
2022-02-28 06:10:22,29,,
2022-02-28 06:10:26,29,,
2022-02-28 06:10:26,29,,
2022-02-28 06:10:31,29,,
2022-02-28 06:10:31,29,,
2022-02-28 06:10:37,29,,
2022-02-28 06:10:37,29,,
2022-02-28 06:10:41,29,,
2022-02-28 06:10:42,29,,
2022-02-28 06:10:47,29,,
2022-02-28 06:10:47,29,,
2022-02-28 06:10:52,29,,
2022-02-28 06:10:52,29,,
2022-02-28 06:10:57,29,,
2022-02-28 06:10:57,29,,
2022-02-28 06:11:02,29,,
2022-02-28 06:11:02,29,,
2022-02-28 06:11:06,29,,
2022-02-28 06:11:07,29,,
2022-02-28 06:11:12,29,,
2022-02-28 06:11:12,29,,
2022-02-28 06:11:17,29,,
2022-02-28 06:11:17,29,,
2022-02-28 06:11:22,29,,
2022-02-28 06:11:22,29,,
2022-02-28 06:11:25,29,,
2022-02-28 06:11:25,29,,
2022-02-28 06:11:32,29,,
2022-02-28 06:11:32,29,,
2022-02-28 06:11:36,29,,
2022-02-28 06:11:36,29,,
2022-02-28 06:11:42,29,,
2022-02-28 06:11:42,29,,
2022-02-28 06:11:47,29,,
2022-02-28 06:11:47,29,,
2022-02-28 06:11:52,29,,
2022-02-28 06:11:52,29,,
2022-02-28 06:11:57,29,,
2022-02-28 06:11:57,29,,
2022-02-28 06:12:02,29,,
2022-02-28 06:12:02,29,,
2022-02-28 06:12:07,29,,
2022-02-28 06:12:07,29,,
2022-02-28 06:12:12,29,,
2022-02-28 06:12:12,29,,
2022-02-28 06:12:16,29,,
2022-02-28 06:12:16,29,,
2022-02-28 06:12:22,29,,
2022-02-28 06:12:22,29,,
2022-02-28 06:12:26,29,,
2022-02-28 06:12:26,29,,
2022-02-28 06:12:32,29,,
2022-02-28 06:12:32,29,,
2022-02-28 06:12:37,29,,
2022-02-28 06:12:37,29,,
2022-02-28 06:12:42,29,,
2022-02-28 06:12:42,29,,
2022-02-28 06:12:47,29,,
2022-02-28 06:12:47,29,,
2022-02-28 06:12:51,29,,
2022-02-28 06:12:51,29,,
2022-02-28 06:12:56,29,,
2022-02-28 06:12:56,29,,
2022-02-28 06:13:02,29,,
2022-02-28 06:13:02,29,,
2022-02-28 06:13:07,29,,
2022-02-28 06:13:07,29,,
2022-02-28 06:13:12,29,,
2022-02-28 06:13:12,29,,
2022-02-28 06:13:17,29,,
2022-02-28 06:13:17,29,,
2022-02-28 06:13:22,29,,
2022-02-28 06:13:22,29,,
2022-02-28 06:13:26,29,,
2022-02-28 06:13:26,29,,
2022-02-28 06:13:32,29,,
2022-02-28 06:13:32,29,,
2022-02-28 06:13:37,29,,
2022-02-28 06:13:37,29,,
2022-02-28 06:13:42,29,,
2022-02-28 06:13:42,29,,
2022-02-28 06:13:47,29,,
2022-02-28 06:13:48,29,,
2022-02-28 06:13:52,29,,
2022-02-28 06:13:53,29,,
2022-02-28 06:13:57,29,,
2022-02-28 06:13:57,29,,
2022-02-28 06:14:02,29,,
2022-02-28 06:14:03,29,,
2022-02-28 06:14:07,29,,
2022-02-28 06:14:07,29,,
2022-02-28 06:14:11,29,,
2022-02-28 06:14:11,29,,
2022-02-28 06:14:17,29,,
2022-02-28 06:14:17,29,,
2022-02-28 06:14:22,29,,
2022-02-28 06:14:22,29,,
2022-02-28 06:14:27,29,,
2022-02-28 06:14:28,29,,
2022-02-28 06:14:31,29,,
2022-02-28 06:14:31,29,,
2022-02-28 06:14:37,29,,
2022-02-28 06:14:37,29,,
2022-02-28 06:14:42,29,,
2022-02-28 06:14:42,29,,
2022-02-28 06:14:47,29,,
2022-02-28 06:14:47,29,,
2022-02-28 06:14:52,29,,
2022-02-28 06:14:52,29,,
2022-02-28 06:14:56,29,,
2022-02-28 06:14:56,29,,
2022-02-28 06:15:02,29,,
2022-02-28 06:15:02,29,,
2022-02-28 06:15:08,29,,
2022-02-28 06:15:08,29,,
2022-02-28 06:15:11,29,,
2022-02-28 06:15:11,29,,
2022-02-28 06:15:17,29,,
2022-02-28 06:15:17,29,,
2022-02-28 06:15:21,29,,
2022-02-28 06:15:21,29,,
2022-02-28 06:15:27,29,,
2022-02-28 06:15:28,29,,
2022-02-28 06:15:33,29,,
2022-02-28 06:15:33,29,,
2022-02-28 06:15:37,29,,
2022-02-28 06:15:37,29,,
2022-02-28 06:15:42,29,,
2022-02-28 06:15:43,29,,
2022-02-28 06:15:48,29,,
2022-02-28 06:15:48,29,,
2022-02-28 06:15:52,29,,
2022-02-28 06:15:52,29,,
2022-02-28 06:15:58,29,,
2022-02-28 06:15:58,29,,
2022-02-28 06:16:03,29,,
2022-02-28 06:16:03,29,,
2022-02-28 06:16:08,29,,
2022-02-28 06:16:08,29,,
2022-02-28 06:16:12,29,,
2022-02-28 06:16:12,29,,
2022-02-28 06:16:17,29,,
2022-02-28 06:16:18,29,,
2022-02-28 06:16:23,29,,
2022-02-28 06:16:23,29,,
2022-02-28 06:16:27,29,,
2022-02-28 06:16:27,29,,
2022-02-28 06:16:32,29,,
2022-02-28 06:16:32,29,,
2022-02-28 06:16:38,29,,
2022-02-28 06:16:38,29,,
2022-02-28 06:16:43,29,,
2022-02-28 06:16:43,29,,
2022-02-28 06:16:48,29,,
2022-02-28 06:16:48,29,,
2022-02-28 06:16:51,29,,
2022-02-28 06:16:51,29,,
2022-02-28 06:16:58,29,,
2022-02-28 06:16:58,29,,
2022-02-28 06:17:02,29,,
2022-02-28 06:17:03,29,,
2022-02-28 06:17:08,29,,
2022-02-28 06:17:08,29,,
2022-02-28 06:17:13,29,,
2022-02-28 06:17:13,29,,
2022-02-28 06:17:17,29,,
2022-02-28 06:17:17,29,,
2022-02-28 06:17:23,29,,
2022-02-28 06:17:23,29,,
2022-02-28 06:17:28,29,,
2022-02-28 06:17:28,29,,
2022-02-28 06:17:33,29,,
2022-02-28 06:17:33,29,,
2022-02-28 06:17:38,29,,
2022-02-28 06:17:38,29,,
2022-02-28 06:17:41,29,,
2022-02-28 06:17:41,29,,
2022-02-28 06:17:48,29,,
2022-02-28 06:17:48,29,,
2022-02-28 06:17:53,29,,
2022-02-28 06:17:53,29,,
2022-02-28 06:17:58,29,,
2022-02-28 06:17:58,29,,
2022-02-28 06:18:03,29,,
2022-02-28 06:18:03,29,,
2022-02-28 06:18:07,29,,
2022-02-28 06:18:08,29,,
2022-02-28 06:18:13,29,,
2022-02-28 06:18:13,29,,
2022-02-28 06:18:18,29,,
2022-02-28 06:18:18,29,,
2022-02-28 06:18:23,29,,
2022-02-28 06:18:23,29,,
2022-02-28 06:18:27,29,,
2022-02-28 06:18:28,29,,
2022-02-28 06:18:33,29,,
2022-02-28 06:18:33,29,,
2022-02-28 06:18:38,29,,
2022-02-28 06:18:38,29,,
2022-02-28 06:18:43,29,,
2022-02-28 06:18:43,29,,
2022-02-28 06:18:47,29,,
2022-02-28 06:18:48,29,,
2022-02-28 06:18:53,29,,
2022-02-28 06:18:53,29,,
2022-02-28 06:18:57,29,,
2022-02-28 06:18:58,29,,
2022-02-28 06:19:03,29,,
2022-02-28 06:19:03,29,,
2022-02-28 06:19:08,29,,
2022-02-28 06:19:08,29,,
2022-02-28 06:19:13,29,,
2022-02-28 06:19:13,29,,
2022-02-28 06:19:18,29,,
2022-02-28 06:19:18,29,,
2022-02-28 06:19:23,29,,
2022-02-28 06:19:23,29,,
2022-02-28 06:19:28,29,,
2022-02-28 06:19:28,29,,
2022-02-28 06:19:32,29,,
2022-02-28 06:19:32,29,,
2022-02-28 06:19:38,29,,
2022-02-28 06:19:38,29,,
2022-02-28 06:19:42,29,,
2022-02-28 06:19:42,29,,
2022-02-28 06:19:48,29,,
2022-02-28 06:19:48,29,,
2022-02-28 06:19:53,29,,
2022-02-28 06:19:53,29,,
2022-02-28 06:19:58,29,,
2022-02-28 06:19:58,29,,
2022-02-28 06:20:02,29,,
2022-02-28 06:20:03,29,,
2022-02-28 06:20:07,29,,
2022-02-28 06:20:08,29,,
2022-02-28 06:20:13,29,,
2022-02-28 06:20:13,29,,
2022-02-28 06:20:17,29,,
2022-02-28 06:20:18,29,,
2022-02-28 06:20:22,29,,
2022-02-28 06:20:22,29,,
2022-02-28 06:20:28,29,,
2022-02-28 06:20:28,29,,
2022-02-28 06:20:33,29,,
2022-02-28 06:20:33,29,,
2022-02-28 06:20:38,29,,
2022-02-28 06:20:38,29,,
2022-02-28 06:20:42,29,,
2022-02-28 06:20:43,29,,
2022-02-28 06:20:47,29,,
2022-02-28 06:20:48,29,,
2022-02-28 06:20:53,29,,
2022-02-28 06:20:53,29,,
2022-02-28 06:20:57,29,,
2022-02-28 06:20:58,29,,
2022-02-28 06:21:03,29,,
2022-02-28 06:21:03,29,,
2022-02-28 06:21:08,29,,
2022-02-28 06:21:08,29,,
2022-02-28 06:21:13,29,,
2022-02-28 06:21:13,29,,
2022-02-28 06:21:18,29,,
2022-02-28 06:21:18,29,,
2022-02-28 06:21:23,29,,
2022-02-28 06:21:23,29,,
2022-02-28 06:21:28,29,,
2022-02-28 06:21:28,29,,
2022-02-28 06:21:33,29,,
2022-02-28 06:21:33,29,,
2022-02-28 06:21:38,29,,
2022-02-28 06:21:38,29,,
2022-02-28 06:21:43,29,,
2022-02-28 06:21:43,29,,
2022-02-28 06:21:48,29,,
2022-02-28 06:21:48,29,,
2022-02-28 06:21:53,29,,
2022-02-28 06:21:53,29,,
2022-02-28 06:21:58,29,,
2022-02-28 06:21:58,29,,
2022-02-28 06:22:03,29,,
2022-02-28 06:22:03,29,,
2022-02-28 06:22:08,29,,
2022-02-28 06:22:08,29,,
2022-02-28 06:22:13,29,,
2022-02-28 06:22:13,29,,
2022-02-28 06:22:18,29,,
2022-02-28 06:22:18,29,,
2022-02-28 06:22:23,29,,
2022-02-28 06:22:23,29,,
2022-02-28 06:22:28,29,,
2022-02-28 06:22:28,29,,
2022-02-28 06:22:33,29,,
2022-02-28 06:22:33,29,,
2022-02-28 06:22:38,29,,
2022-02-28 06:22:38,29,,
2022-02-28 06:22:43,29,,
2022-02-28 06:22:43,29,,
2022-02-28 06:22:48,29,,
2022-02-28 06:22:48,29,,
2022-02-28 06:22:53,29,,
2022-02-28 06:22:53,29,,
2022-02-28 06:22:58,29,,
2022-02-28 06:22:58,29,,
2022-02-28 06:23:03,29,,
2022-02-28 06:23:03,29,,
2022-02-28 06:23:08,29,,
2022-02-28 06:23:08,29,,
2022-02-28 06:23:12,29,,
2022-02-28 06:23:13,29,,
2022-02-28 06:23:18,29,,
2022-02-28 06:23:18,29,,
2022-02-28 06:23:23,29,,
2022-02-28 06:23:23,29,,
2022-02-28 06:23:28,29,,
2022-02-28 06:23:28,29,,
2022-02-28 06:23:33,29,,
2022-02-28 06:23:34,29,,
2022-02-28 06:23:38,29,,
2022-02-28 06:23:38,29,,
2022-02-28 06:23:43,29,,
2022-02-28 06:23:44,29,,
2022-02-28 06:23:48,29,,
2022-02-28 06:23:48,29,,
2022-02-28 06:23:53,29,,
2022-02-28 06:23:54,29,,
2022-02-28 06:23:58,29,,
2022-02-28 06:23:59,29,,
2022-02-28 06:24:03,29,,
2022-02-28 06:24:03,29,,
2022-02-28 06:24:08,29,,
2022-02-28 06:24:09,29,,
2022-02-28 06:24:13,29,,
2022-02-28 06:24:13,29,,
2022-02-28 06:24:18,29,,
2022-02-28 06:24:18,29,,
2022-02-28 06:24:23,29,,
2022-02-28 06:24:24,29,,
2022-02-28 06:24:28,29,,
2022-02-28 06:24:28,29,,
2022-02-28 06:24:33,29,,
2022-02-28 06:24:33,29,,
2022-02-28 06:24:38,29,,
2022-02-28 06:24:39,29,,
2022-02-28 06:24:43,29,,
2022-02-28 06:24:44,29,,
2022-02-28 06:24:47,29,,
2022-02-28 06:24:47,29,,
2022-02-28 06:24:54,29,,
2022-02-28 06:24:54,29,,
2022-02-28 06:24:59,29,,
2022-02-28 06:24:59,29,,
2022-02-28 06:25:03,29,,
2022-02-28 06:25:04,29,,
2022-02-28 06:25:08,29,,
2022-02-28 06:25:09,29,,
2022-02-28 06:25:14,29,,
2022-02-28 06:25:14,29,,
2022-02-28 06:25:18,29,,
2022-02-28 06:25:19,29,,
2022-02-28 06:25:23,29,,
2022-02-28 06:25:24,29,,
2022-02-28 06:25:29,29,,
2022-02-28 06:25:29,29,,
2022-02-28 06:25:34,29,,
2022-02-28 06:25:34,29,,
2022-02-28 06:25:39,29,,
2022-02-28 06:25:39,29,,
2022-02-28 06:25:44,29,,
2022-02-28 06:25:44,29,,
2022-02-28 06:25:48,29,,
2022-02-28 06:25:49,29,,
2022-02-28 06:25:53,29,,
2022-02-28 06:25:54,29,,
2022-02-28 06:25:59,29,,
2022-02-28 06:25:59,29,,
2022-02-28 06:26:04,29,,
2022-02-28 06:26:04,29,,
2022-02-28 06:26:08,29,,
2022-02-28 06:26:09,29,,
2022-02-28 06:26:14,29,,
2022-02-28 06:26:14,29,,
2022-02-28 06:26:19,29,,
2022-02-28 06:26:19,29,,
2022-02-28 06:26:23,29,,
2022-02-28 06:26:24,29,,
2022-02-28 06:26:28,29,,
2022-02-28 06:26:29,29,,
2022-02-28 06:26:33,29,,
2022-02-28 06:26:33,29,,
2022-02-28 06:26:39,29,,
2022-02-28 06:26:39,29,,
2022-02-28 06:26:44,29,,
2022-02-28 06:26:44,29,,
2022-02-28 06:26:49,29,,
2022-02-28 06:26:49,29,,
2022-02-28 06:26:53,29,,
2022-02-28 06:26:53,29,,
2022-02-28 06:26:59,29,,
2022-02-28 06:26:59,29,,
2022-02-28 06:27:04,29,,
2022-02-28 06:27:04,29,,
2022-02-28 06:27:09,29,,
2022-02-28 06:27:09,29,,
2022-02-28 06:27:14,29,,
2022-02-28 06:27:14,29,,
2022-02-28 06:27:19,29,,
2022-02-28 06:27:19,29,,
2022-02-28 06:27:24,29,,
2022-02-28 06:27:24,29,,
2022-02-28 06:27:28,29,,
2022-02-28 06:27:29,29,,
2022-02-28 06:27:33,29,,
2022-02-28 06:27:33,29,,
2022-02-28 06:27:39,29,,
2022-02-28 06:27:39,29,,
2022-02-28 06:27:44,29,,
2022-02-28 06:27:44,29,,
2022-02-28 06:27:48,29,,
2022-02-28 06:27:49,29,,
2022-02-28 06:27:53,29,,
2022-02-28 06:27:54,29,,
2022-02-28 06:27:59,29,,
2022-02-28 06:27:59,29,,
2022-02-28 06:28:04,29,,
2022-02-28 06:28:04,29,,
2022-02-28 06:28:09,29,,
2022-02-28 06:28:09,29,,
2022-02-28 06:28:14,29,,
2022-02-28 06:28:14,29,,
2022-02-28 06:28:19,29,,
2022-02-28 06:28:19,29,,
2022-02-28 06:28:24,29,,
2022-02-28 06:28:24,29,,
2022-02-28 06:28:29,29,,
2022-02-28 06:28:29,29,,
2022-02-28 06:28:34,29,,
2022-02-28 06:28:34,29,,
2022-02-28 06:28:39,29,,
2022-02-28 06:28:39,29,,
2022-02-28 06:28:43,29,,
2022-02-28 06:28:44,29,,
2022-02-28 06:28:49,29,,
2022-02-28 06:28:49,29,,
2022-02-28 06:28:54,29,,
2022-02-28 06:28:54,29,,
2022-02-28 06:28:58,29,,
2022-02-28 06:28:58,29,,
2022-02-28 06:29:04,29,,
2022-02-28 06:29:04,29,,
2022-02-28 06:29:09,29,,
2022-02-28 06:29:09,29,,
2022-02-28 06:29:13,29,,
2022-02-28 06:29:14,29,,
2022-02-28 06:29:19,29,,
2022-02-28 06:29:19,29,,
2022-02-28 06:29:24,29,,
2022-02-28 06:29:24,29,,
2022-02-28 06:29:29,29,,
2022-02-28 06:29:29,29,,
2022-02-28 06:29:33,29,,
2022-02-28 06:29:33,29,,
2022-02-28 06:29:39,29,,
2022-02-28 06:29:39,29,,
2022-02-28 06:29:44,29,,
2022-02-28 06:29:44,29,,
2022-02-28 06:29:49,29,,
2022-02-28 06:29:49,29,,
2022-02-28 06:29:54,29,,
2022-02-28 06:29:54,29,,
2022-02-28 06:29:59,29,,
2022-02-28 06:29:59,29,,
2022-02-28 06:30:04,29,,
2022-02-28 06:30:04,29,,
2022-02-28 06:30:08,29,,
2022-02-28 06:30:08,29,,
2022-02-28 06:30:14,29,,
2022-02-28 06:30:14,29,,
2022-02-28 06:30:19,29,,
2022-02-28 06:30:19,29,,
2022-02-28 06:30:24,29,,
2022-02-28 06:30:24,29,,
2022-02-28 06:30:29,29,,
2022-02-28 06:30:29,29,,
2022-02-28 06:30:34,29,,
2022-02-28 06:30:34,29,,
2022-02-28 06:30:39,29,,
2022-02-28 06:30:39,29,,
2022-02-28 06:30:44,29,,
2022-02-28 06:30:44,29,,
2022-02-28 06:30:49,29,,
2022-02-28 06:30:49,29,,
2022-02-28 06:30:54,29,,
2022-02-28 06:30:54,29,,
2022-02-28 06:30:59,29,,
2022-02-28 06:30:59,29,,
2022-02-28 06:31:04,29,,
2022-02-28 06:31:04,29,,
2022-02-28 06:31:09,29,,
2022-02-28 06:31:09,29,,
2022-02-28 06:31:14,29,,
2022-02-28 06:31:14,29,,
2022-02-28 06:31:19,29,,
2022-02-28 06:31:19,29,,
2022-02-28 06:31:24,29,,
2022-02-28 06:31:24,29,,
2022-02-28 06:31:29,29,,
2022-02-28 06:31:29,29,,
2022-02-28 06:31:34,29,,
2022-02-28 06:31:34,29,,
2022-02-28 06:31:39,29,,
2022-02-28 06:31:39,29,,
2022-02-28 06:31:44,29,,
2022-02-28 06:31:44,29,,
2022-02-28 06:31:49,29,,
2022-02-28 06:31:49,29,,
2022-02-28 06:31:54,29,,
2022-02-28 06:31:54,29,,
2022-02-28 06:31:59,29,,
2022-02-28 06:31:59,29,,
2022-02-28 06:32:04,29,,
2022-02-28 06:32:04,29,,
2022-02-28 06:32:09,29,,
2022-02-28 06:32:09,29,,
2022-02-28 06:32:14,29,,
2022-02-28 06:32:14,29,,
2022-02-28 06:32:19,29,,
2022-02-28 06:32:20,29,,
2022-02-28 06:32:23,29,,
2022-02-28 06:32:23,29,,
2022-02-28 06:32:29,29,,
2022-02-28 06:32:29,29,,
2022-02-28 06:32:34,29,,
2022-02-28 06:32:34,29,,
2022-02-28 06:32:39,29,,
2022-02-28 06:32:39,29,,
2022-02-28 06:32:44,29,,
2022-02-28 06:32:45,29,,
2022-02-28 06:32:48,29,,
2022-02-28 06:32:49,29,,
2022-02-28 06:32:54,29,,
2022-02-28 06:32:54,29,,
2022-02-28 06:32:58,29,,
2022-02-28 06:33:00,29,,
2022-02-28 06:33:04,29,,
2022-02-28 06:33:04,29,,
2022-02-28 06:33:09,29,,
2022-02-28 06:33:09,29,,
2022-02-28 06:33:14,29,,
2022-02-28 06:33:14,29,,
2022-02-28 06:33:19,29,,
2022-02-28 06:33:19,29,,
2022-02-28 06:33:24,29,,
2022-02-28 06:33:25,29,,
2022-02-28 06:33:29,29,,
2022-02-28 06:33:30,29,,
2022-02-28 06:33:34,29,,
2022-02-28 06:33:35,29,,
2022-02-28 06:33:38,29,,
2022-02-28 06:33:38,29,,
2022-02-28 06:33:44,29,,
2022-02-28 06:33:45,29,,
2022-02-28 06:33:49,29,,
2022-02-28 06:33:49,29,,
2022-02-28 06:33:54,29,,
2022-02-28 06:33:54,29,,
2022-02-28 06:33:59,29,,
2022-02-28 06:33:59,29,,
